row_index,membership_probability,description,baseline_comparison,proto,service,state,label,attack_cat,dur,spkts,dpkts,sbytes,dbytes,rate,sttl,dttl,ct_src_dport_ltm,ct_dst_ltm,ct_dst_src_ltm,tcprtt,synack,ackdat
910,0.0,"unusually high source TTL; strongly source-heavy packet imbalance; strongly source-heavy byte imbalance. Context: protocol=ospf, service=-, state=int",dur is higher than clustered baseline; pkt_ratio_sd is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,ospf,-,INT,1,DoS,13.790198,28,0,12832,0,1.957912,254,0,1,1,1,0.0,0.0,0.0
912,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",sloss is higher than clustered baseline; dloss is higher than clustered baseline; spkts is higher than clustered baseline,tcp,ssh,FIN,0,Normal,0.018331,106,114,9400,12298,11946.97469,31,29,1,2,2,0.000734,0.000588,0.000146
915,0.0,"extremely high source-byte volume; unusually high source TTL; unusually high destination TTL; strongly source-heavy byte imbalance. Context: protocol=tcp, service=http, state=fin",smean is higher than clustered baseline; ackdat is higher than clustered baseline; sloss is higher than clustered baseline,tcp,http,FIN,0,Normal,1.501572,60,16,68195,698,49.947654,254,252,1,1,2,0.201299,0.071565,0.129734
923,0.0,"unusually high destination TTL; abnormally high TCP round-trip timing; slow ACK/data timing. Context: protocol=tcp, service=http, state=fin",ackdat is higher than clustered baseline; tcprtt is higher than clustered baseline; synack is higher than clustered baseline,tcp,http,FIN,1,Analysis,1.386803,10,10,830,1428,13.700576,62,252,1,2,1,0.343214,0.152244,0.19097
932,0.0,"unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=pop3, state=fin",dmean is higher than clustered baseline; dloss is higher than clustered baseline; stcpb is higher than clustered baseline,tcp,pop3,FIN,1,Exploits,1.989211,30,94,1384,99280,61.833562,62,252,1,1,1,0.116226,0.053863,0.062363
933,0.0,"unusually high source TTL; unusually high destination TTL; strongly source-heavy byte imbalance. Context: protocol=tcp, service=-, state=fin",smean is higher than clustered baseline; sloss is higher than clustered baseline; ackdat is higher than clustered baseline,tcp,-,FIN,0,Normal,1.200278,60,14,68023,612,60.819241,254,252,1,1,4,0.18566,0.067745,0.117915
935,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",sloss is higher than clustered baseline; sttl is lower than clustered baseline; dloss is higher than clustered baseline,tcp,ssh,FIN,0,Normal,0.0069,32,24,3728,5474,7971.014585,31,29,1,2,1,0.000703,0.000591,0.000112
941,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=iatp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,iatp,-,INT,1,DoS,8e-06,2,0,200,0,125000.0003,254,0,1,1,4,0.0,0.0,0.0
943,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=chaos, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,chaos,-,INT,1,DoS,8e-06,2,0,200,0,125000.0003,254,0,1,1,3,0.0,0.0,0.0
952,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=rdp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,rdp,-,INT,1,Fuzzers,9e-06,2,0,200,0,111111.1072,254,0,1,1,7,0.0,0.0,0.0
957,0.0,"unusually long-lived connection; unusually high source TTL; strongly source-heavy packet imbalance; strongly source-heavy byte imbalance. Context: protocol=ospf, service=-, state=int",dur is higher than clustered baseline; pkt_ratio_sd is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,ospf,-,INT,1,Exploits,56.709965,66,0,7128,0,1.146183,254,0,1,1,1,0.0,0.0,0.0
959,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=tcp, service=-, state=req",ct_state_ttl is higher than clustered baseline; service_- is higher than clustered baseline; proto_tcp is higher than clustered baseline,tcp,-,REQ,0,Normal,8e-06,2,0,90,0,125000.0003,254,0,1,7,15,0.0,0.0,0.0
968,0.0,"extremely high destination-byte volume; very high source packet count; very high destination packet count; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=-, state=fin",dur is higher than clustered baseline; dloss is higher than clustered baseline; dmean is higher than clustered baseline,tcp,-,FIN,0,Normal,7.424627,446,858,25056,1094788,175.497036,31,29,2,3,6,0.000601,0.000489,0.000112
981,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=ipcomp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,ipcomp,-,INT,1,Exploits,3e-06,2,0,200,0,333333.3215,254,0,1,1,3,0.0,0.0,0.0
986,0.0,"unusually high destination TTL; strongly destination-heavy byte imbalance. Context: protocol=tcp, service=pop3, state=fin",dmean is higher than clustered baseline; dloss is higher than clustered baseline; dtcpb is higher than clustered baseline,tcp,pop3,FIN,1,Exploits,2.442916,26,66,1220,65354,37.250566,62,252,1,1,1,0.105826,0.076183,0.029643
993,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=xns-idp, service=-, state=int",byte_ratio_sd is higher than clustered baseline; state_int is higher than clustered baseline; service_- is higher than clustered baseline,xns-idp,-,INT,1,DoS,9e-06,2,0,200,0,111111.1072,254,0,2,2,6,0.0,0.0,0.0
994,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",dtcpb is higher than clustered baseline; sloss is higher than clustered baseline; sttl is lower than clustered baseline,tcp,ssh,FIN,0,Normal,0.006957,32,24,3728,5474,7905.706345,31,29,1,5,2,0.000794,0.000638,0.000156
997,0.0,"unusually high source TTL; strongly source-heavy byte imbalance. Context: protocol=udp, service=-, state=int",smean is higher than clustered baseline; sbytes_per_pkt is higher than clustered baseline; byte_ratio_sd is higher than clustered baseline,udp,-,INT,1,Fuzzers,3e-06,2,0,2130,0,333333.3215,254,0,1,1,1,0.0,0.0,0.0
999,0.0,"isolated anomaly outside dense traffic clusters; no single dominant behavioral feature. Context: protocol=tcp, service=ssh, state=fin",stcpb is higher than clustered baseline; sloss is higher than clustered baseline; sttl is lower than clustered baseline,tcp,ssh,FIN,0,Normal,0.26037,32,24,3728,5474,211.237865,31,29,1,2,1,0.000718,0.000599,0.000119
